group,band,feature_1,feature_2,spearman_r,abs_spearman_r
ADHD,delta,Fz_delta_power,T8_delta_power,0.48968799576943417,0.48968799576943417
ADHD,delta,Fz_delta_power,P7_delta_power,0.7030671602326811,0.7030671602326811
ADHD,delta,Fz_delta_power,P3_delta_power,0.7512956107879429,0.7512956107879429
ADHD,delta,Fz_delta_power,Pz_delta_power,0.7564251718667372,0.7564251718667372
ADHD,delta,Fz_delta_power,P4_delta_power,0.6402432575356954,0.6402432575356954
ADHD,delta,Fz_delta_power,P8_delta_power,0.6173453199365415,0.6173453199365415
ADHD,delta,Fz_delta_power,O1_delta_power,0.7834479111581174,0.7834479111581174
ADHD,delta,Fz_delta_power,O2_delta_power,0.8277630883130619,0.8277630883130619
ADHD,delta,F4_delta_power,F8_delta_power,0.608514013749339,0.608514013749339
ADHD,delta,F4_delta_power,T7_delta_power,0.5899524061343204,0.5899524061343204
ADHD,delta,F4_delta_power,C3_delta_power,0.7305658381808567,0.7305658381808567
ADHD,delta,F4_delta_power,Cz_delta_power,0.826969857218403,0.826969857218403
ADHD,delta,F4_delta_power,C4_delta_power,0.58397673188789,0.58397673188789
ADHD,delta,F4_delta_power,T8_delta_power,0.5644632469592809,0.5644632469592809
ADHD,delta,F4_delta_power,P7_delta_power,0.7945531464833422,0.7945531464833422
ADHD,delta,F4_delta_power,P3_delta_power,0.7821258593336858,0.7821258593336858
ADHD,delta,F4_delta_power,Pz_delta_power,0.7715494447382337,0.7715494447382337
ADHD,delta,F4_delta_power,P4_delta_power,0.6563722897937599,0.6563722897937599
ADHD,delta,F4_delta_power,P8_delta_power,0.7189317821258593,0.7189317821258593
ADHD,delta,F4_delta_power,O1_delta_power,0.8511898466419884,0.8511898466419884
ADHD,delta,F4_delta_power,O2_delta_power,0.7954521417239556,0.7954521417239556
ADHD,delta,F8_delta_power,T7_delta_power,0.4092543627710206,0.4092543627710206
ADHD,delta,F8_delta_power,C3_delta_power,0.5047593865679535,0.5047593865679535
ADHD,delta,F8_delta_power,Cz_delta_power,0.6069275515600212,0.6069275515600212
ADHD,delta,F8_delta_power,C4_delta_power,0.5262823902696986,0.5262823902696986
ADHD,delta,F8_delta_power,T8_delta_power,0.4970386039132734,0.4970386039132734
ADHD,delta,F8_delta_power,P7_delta_power,0.4331041776837652,0.4331041776837652
ADHD,delta,F8_delta_power,P3_delta_power,0.42390269698572186,0.42390269698572186
ADHD,delta,F8_delta_power,Pz_delta_power,0.5802221047065045,0.5802221047065045
ADHD,delta,F8_delta_power,P4_delta_power,0.5147540983606558,0.5147540983606558
ADHD,delta,F8_delta_power,P8_delta_power,0.46483342147012163,0.46483342147012163
ADHD,delta,F8_delta_power,O1_delta_power,0.5558434690639873,0.5558434690639873
ADHD,delta,F8_delta_power,O2_delta_power,0.45727128503437336,0.45727128503437336
ADHD,delta,T7_delta_power,C3_delta_power,0.5229508196721312,0.5229508196721312
ADHD,delta,T7_delta_power,Cz_delta_power,0.7043892120571127,0.7043892120571127
ADHD,delta,T7_delta_power,C4_delta_power,0.4891062929666843,0.4891062929666843
ADHD,delta,T7_delta_power,T8_delta_power,0.4960867265996827,0.4960867265996827
ADHD,delta,T7_delta_power,P7_delta_power,0.5098360655737705,0.5098360655737705
ADHD,delta,T7_delta_power,P3_delta_power,0.6255949233209942,0.6255949233209942
ADHD,delta,T7_delta_power,Pz_delta_power,0.5892120571126388,0.5892120571126388
ADHD,delta,T7_delta_power,P4_delta_power,0.5049709148598625,0.5049709148598625
ADHD,delta,T7_delta_power,P8_delta_power,0.4391856160761502,0.4391856160761502
ADHD,delta,T7_delta_power,O1_delta_power,0.6077736647276574,0.6077736647276574
ADHD,delta,T7_delta_power,O2_delta_power,0.5962982548915917,0.5962982548915917
ADHD,delta,C3_delta_power,Cz_delta_power,0.7722897937599154,0.7722897937599154
ADHD,delta,C3_delta_power,C4_delta_power,0.6336329984135378,0.6336329984135378
ADHD,delta,C3_delta_power,T8_delta_power,0.5220518244315178,0.5220518244315178
ADHD,delta,C3_delta_power,P7_delta_power,0.736911686938128,0.736911686938128
ADHD,delta,C3_delta_power,P3_delta_power,0.6704389212057112,0.6704389212057112
ADHD,delta,C3_delta_power,Pz_delta_power,0.7185616076150185,0.7185616076150185
ADHD,delta,C3_delta_power,P4_delta_power,0.677895293495505,0.677895293495505
ADHD,delta,C3_delta_power,P8_delta_power,0.5560021152829191,0.5560021152829191
ADHD,delta,C3_delta_power,O1_delta_power,0.6774193548387096,0.6774193548387096
ADHD,delta,C3_delta_power,O2_delta_power,0.6332099418297197,0.6332099418297197
ADHD,delta,Cz_delta_power,C4_delta_power,0.7396086726599683,0.7396086726599683
ADHD,delta,Cz_delta_power,T8_delta_power,0.5547329455314648,0.5547329455314648
ADHD,delta,Cz_delta_power,P7_delta_power,0.8085668958223162,0.8085668958223162
ADHD,delta,Cz_delta_power,P3_delta_power,0.7487043892120571,0.7487043892120571
ADHD,delta,Cz_delta_power,Pz_delta_power,0.8248545742993125,0.8248545742993125
ADHD,delta,Cz_delta_power,P4_delta_power,0.71988365943945,0.71988365943945
ADHD,delta,Cz_delta_power,P8_delta_power,0.6488101533580116,0.6488101533580116
ADHD,delta,Cz_delta_power,O1_delta_power,0.8116340560549974,0.8116340560549974
ADHD,delta,Cz_delta_power,O2_delta_power,0.7765732416710736,0.7765732416710736
ADHD,delta,C4_delta_power,T8_delta_power,0.6687466948704389,0.6687466948704389
ADHD,delta,C4_delta_power,P7_delta_power,0.6007403490216816,0.6007403490216816
ADHD,delta,C4_delta_power,P3_delta_power,0.5638286620835536,0.5638286620835536
ADHD,delta,C4_delta_power,Pz_delta_power,0.6803807509254363,0.6803807509254363
ADHD,delta,C4_delta_power,P4_delta_power,0.7266525647805394,0.7266525647805394
ADHD,delta,C4_delta_power,P8_delta_power,0.5680063458487573,0.5680063458487573
ADHD,delta,C4_delta_power,O1_delta_power,0.5867794817556848,0.5867794817556848
ADHD,delta,C4_delta_power,O2_delta_power,0.6103648863035431,0.6103648863035431
ADHD,delta,T8_delta_power,P7_delta_power,0.49814912744579587,0.49814912744579587
ADHD,delta,T8_delta_power,P3_delta_power,0.41417239555790586,0.41417239555790586
ADHD,delta,T8_delta_power,Pz_delta_power,0.4813855103120042,0.4813855103120042
ADHD,delta,T8_delta_power,P4_delta_power,0.41797990481226865,0.41797990481226865
ADHD,delta,T8_delta_power,P8_delta_power,0.5668958223162348,0.5668958223162348
ADHD,delta,T8_delta_power,O1_delta_power,0.5266525647805393,0.5266525647805393
ADHD,delta,T8_delta_power,O2_delta_power,0.5363299841353781,0.5363299841353781
ADHD,delta,P7_delta_power,P3_delta_power,0.7858804865150714,0.7858804865150714
ADHD,delta,P7_delta_power,Pz_delta_power,0.7605499735589635,0.7605499735589635
ADHD,delta,P7_delta_power,P4_delta_power,0.6510840824960339,0.6510840824960339
ADHD,delta,P7_delta_power,P8_delta_power,0.5767318878900053,0.5767318878900053
ADHD,delta,P7_delta_power,O1_delta_power,0.8255949233209942,0.8255949233209942
ADHD,delta,P7_delta_power,O2_delta_power,0.7663141195134849,0.7663141195134849
ADHD,delta,P3_delta_power,Pz_delta_power,0.7673717609730302,0.7673717609730302
ADHD,delta,P3_delta_power,P4_delta_power,0.6859862506610259,0.6859862506610259
ADHD,delta,P3_delta_power,P8_delta_power,0.5565838180856689,0.5565838180856689
ADHD,delta,P3_delta_power,O1_delta_power,0.7647805393971444,0.7647805393971444
ADHD,delta,P3_delta_power,O2_delta_power,0.7400846113167636,0.7400846113167636
ADHD,delta,Pz_delta_power,P4_delta_power,0.7574299312533052,0.7574299312533052
ADHD,delta,Pz_delta_power,P8_delta_power,0.5748810153358012,0.5748810153358012
ADHD,delta,Pz_delta_power,O1_delta_power,0.7583289264939186,0.7583289264939186
ADHD,delta,Pz_delta_power,O2_delta_power,0.7533051295610788,0.7533051295610788
ADHD,delta,P4_delta_power,P8_delta_power,0.6041776837652036,0.6041776837652036
ADHD,delta,P4_delta_power,O1_delta_power,0.6065044949762031,0.6065044949762031
ADHD,delta,P4_delta_power,O2_delta_power,0.6894235854045478,0.6894235854045478
ADHD,delta,P8_delta_power,O1_delta_power,0.6430988894764674,0.6430988894764674
ADHD,delta,P8_delta_power,O2_delta_power,0.7355896351136965,0.7355896351136965
ADHD,delta,O1_delta_power,O2_delta_power,0.835272342675833,0.835272342675833
Control,delta,Fp1_delta_power,Fp2_delta_power,0.817782717421506,0.817782717421506
Control,delta,Fp1_delta_power,F7_delta_power,0.6696860238955266,0.6696860238955266
Control,delta,Fp1_delta_power,F3_delta_power,0.6677966101694915,0.6677966101694915
Control,delta,Fp1_delta_power,Fz_delta_power,0.7725479299805501,0.7725479299805501
Control,delta,Fp1_delta_power,F4_delta_power,0.6993609335926646,0.6993609335926646
Control,delta,Fp1_delta_power,F8_delta_power,0.6288969158099472,0.6288969158099472
Control,delta,Fp1_delta_power,T7_delta_power,0.4999722145040289,0.4999722145040289
Control,delta,Fp1_delta_power,C3_delta_power,0.7536537927202,0.7536537927202
Control,delta,Fp1_delta_power,Cz_delta_power,0.680300083356488,0.680300083356488
Control,delta,Fp1_delta_power,C4_delta_power,0.60377882745207,0.60377882745207
Control,delta,Fp1_delta_power,T8_delta_power,0.5581550430675187,0.5581550430675187
Control,delta,Fp1_delta_power,P7_delta_power,0.7160878021672686,0.7160878021672686
Control,delta,Fp1_delta_power,P3_delta_power,0.7367602111697694,0.7367602111697694
Control,delta,Fp1_delta_power,Pz_delta_power,0.7438177271464296,0.7438177271464296
Control,delta,Fp1_delta_power,P4_delta_power,0.6271742150597388,0.6271742150597388
Control,delta,Fp1_delta_power,P8_delta_power,0.7340928035565435,0.7340928035565435
Control,delta,Fp1_delta_power,O1_delta_power,0.7989441511530981,0.7989441511530981
Control,delta,Fp1_delta_power,O2_delta_power,0.7988885801611558,0.7988885801611558
Control,delta,Fp2_delta_power,F7_delta_power,0.4968602389552654,0.4968602389552654
Control,delta,Fp2_delta_power,F3_delta_power,0.6270075020839122,0.6270075020839122
Control,delta,Fp2_delta_power,Fz_delta_power,0.7240344540150042,0.7240344540150042
Control,delta,Fp2_delta_power,F4_delta_power,0.6953598221728258,0.6953598221728258
Control,delta,Fp2_delta_power,F8_delta_power,0.6038343984440122,0.6038343984440122
Control,delta,Fp2_delta_power,T7_delta_power,0.49619338705195887,0.49619338705195887
Control,delta,Fp2_delta_power,C3_delta_power,0.6922478466240622,0.6922478466240622
Control,delta,Fp2_delta_power,Cz_delta_power,0.6554042789663795,0.6554042789663795
Control,delta,Fp2_delta_power,C4_delta_power,0.6066129480411225,0.6066129480411225
Control,delta,Fp2_delta_power,T8_delta_power,0.42539594331758823,0.42539594331758823
Control,delta,Fp2_delta_power,P7_delta_power,0.7652681300361212,0.7652681300361212
Control,delta,Fp2_delta_power,P3_delta_power,0.7365379272020005,0.7365379272020005
Control,delta,Fp2_delta_power,Pz_delta_power,0.7357043623228675,0.7357043623228675
Control,delta,Fp2_delta_power,P4_delta_power,0.6300083356487913,0.6300083356487913
Control,delta,Fp2_delta_power,P8_delta_power,0.7280911364267852,0.7280911364267852
Control,delta,Fp2_delta_power,O1_delta_power,0.7755487635454292,0.7755487635454292
Control,delta,Fp2_delta_power,O2_delta_power,0.751764378994165,0.751764378994165
Control,delta,F7_delta_power,F3_delta_power,0.6201722700750208,0.6201722700750208
Control,delta,F7_delta_power,Fz_delta_power,0.5152542372881356,0.5152542372881356
Control,delta,F7_delta_power,F4_delta_power,0.5049736037788275,0.5049736037788275
Control,delta,F7_delta_power,F8_delta_power,0.6177827174215059,0.6177827174215059
Control,delta,F7_delta_power,T7_delta_power,0.3232564601278133,0.3232564601278133
Control,delta,F7_delta_power,C3_delta_power,0.6388996943595443,0.6388996943595443
Control,delta,F7_delta_power,Cz_delta_power,0.5866073909419283,0.5866073909419283
Control,delta,F7_delta_power,C4_delta_power,0.5340928035565435,0.5340928035565435
Control,delta,F7_delta_power,T8_delta_power,0.44623506529591556,0.44623506529591556
Control,delta,F7_delta_power,P7_delta_power,0.4775215337593776,0.4775215337593776
Control,delta,F7_delta_power,P3_delta_power,0.519422061683801,0.519422061683801
Control,delta,F7_delta_power,Pz_delta_power,0.46557377049180326,0.46557377049180326
Control,delta,F7_delta_power,P4_delta_power,0.45929424840233396,0.45929424840233396
Control,delta,F7_delta_power,P8_delta_power,0.6921367046401778,0.6921367046401778
Control,delta,F7_delta_power,O1_delta_power,0.5987218671853293,0.5987218671853293
Control,delta,F7_delta_power,O2_delta_power,0.5677132536815782,0.5677132536815782
Control,delta,F3_delta_power,Fz_delta_power,0.6760766879688802,0.6760766879688802
Control,delta,F3_delta_power,F4_delta_power,0.7661016949152543,0.7661016949152543
Control,delta,F3_delta_power,F8_delta_power,0.6519033064740206,0.6519033064740206
Control,delta,F3_delta_power,T7_delta_power,0.5413726035009725,0.5413726035009725
Control,delta,F3_delta_power,C3_delta_power,0.8121144762434009,0.8121144762434009
Control,delta,F3_delta_power,Cz_delta_power,0.6646290636287858,0.6646290636287858
Control,delta,F3_delta_power,C4_delta_power,0.6854126146151709,0.6854126146151709
Control,delta,F3_delta_power,T8_delta_power,0.5424840233398166,0.5424840233398166
Control,delta,F3_delta_power,P7_delta_power,0.6716310086135038,0.6716310086135038
Control,delta,F3_delta_power,P3_delta_power,0.7194776326757433,0.7194776326757433
Control,delta,F3_delta_power,Pz_delta_power,0.7008613503751042,0.7008613503751042
Control,delta,F3_delta_power,P4_delta_power,0.7438732981383718,0.7438732981383718
Control,delta,F3_delta_power,P8_delta_power,0.6903584328980272,0.6903584328980272
Control,delta,F3_delta_power,O1_delta_power,0.66901917199222,0.66901917199222
Control,delta,F3_delta_power,O2_delta_power,0.7299805501528203,0.7299805501528203
Control,delta,Fz_delta_power,F4_delta_power,0.7018616282300639,0.7018616282300639
Control,delta,Fz_delta_power,F8_delta_power,0.6192831342039455,0.6192831342039455
Control,delta,Fz_delta_power,T7_delta_power,0.5708252292303417,0.5708252292303417
Control,delta,Fz_delta_power,C3_delta_power,0.7377604890247291,0.7377604890247291
Control,delta,Fz_delta_power,Cz_delta_power,0.7100305640455682,0.7100305640455682
Control,delta,Fz_delta_power,C4_delta_power,0.7344262295081967,0.7344262295081967
Control,delta,Fz_delta_power,T8_delta_power,0.6232842456237844,0.6232842456237844
Control,delta,Fz_delta_power,P7_delta_power,0.7425395943317589,0.7425395943317589
Control,delta,Fz_delta_power,P3_delta_power,0.7898860794665185,0.7898860794665185
Control,delta,Fz_delta_power,Pz_delta_power,0.752042233953876,0.752042233953876
Control,delta,Fz_delta_power,P4_delta_power,0.7342595165323701,0.7342595165323701
Control,delta,Fz_delta_power,P8_delta_power,0.7044734648513475,0.7044734648513475
Control,delta,Fz_delta_power,O1_delta_power,0.8635732147818839,0.8635732147818839
Control,delta,Fz_delta_power,O2_delta_power,0.774937482634065,0.774937482634065
Control,delta,F4_delta_power,F8_delta_power,0.7403167546540705,0.7403167546540705
Control,delta,F4_delta_power,T7_delta_power,0.5270352875798833,0.5270352875798833
Control,delta,F4_delta_power,C3_delta_power,0.7413170325090302,0.7413170325090302
Control,delta,F4_delta_power,Cz_delta_power,0.7959988885801611,0.7959988885801611
Control,delta,F4_delta_power,C4_delta_power,0.7645457071408724,0.7645457071408724
Control,delta,F4_delta_power,T8_delta_power,0.5409280355654349,0.5409280355654349
Control,delta,F4_delta_power,P7_delta_power,0.7277021394831897,0.7277021394831897
Control,delta,F4_delta_power,P3_delta_power,0.784106696304529,0.784106696304529
Control,delta,F4_delta_power,Pz_delta_power,0.7365379272020005,0.7365379272020005
Control,delta,F4_delta_power,P4_delta_power,0.78866351764379,0.78866351764379
Control,delta,F4_delta_power,P8_delta_power,0.780050013892748,0.780050013892748
Control,delta,F4_delta_power,O1_delta_power,0.6926924145595998,0.6926924145595998
Control,delta,F4_delta_power,O2_delta_power,0.7807168657960545,0.7807168657960545
Control,delta,F8_delta_power,T7_delta_power,0.361989441511531,0.361989441511531
Control,delta,F8_delta_power,C3_delta_power,0.5938316198944151,0.5938316198944151
Control,delta,F8_delta_power,Cz_delta_power,0.6509030286190608,0.6509030286190608
Control,delta,F8_delta_power,C4_delta_power,0.5772158933036955,0.5772158933036955
Control,delta,F8_delta_power,T8_delta_power,0.48352320088913586,0.48352320088913586
Control,delta,F8_delta_power,P7_delta_power,0.5326479577660461,0.5326479577660461
Control,delta,F8_delta_power,P3_delta_power,0.6949152542372882,0.6949152542372882
Control,delta,F8_delta_power,Pz_delta_power,0.5856071130869686,0.5856071130869686
Control,delta,F8_delta_power,P4_delta_power,0.5804945818282856,0.5804945818282856
Control,delta,F8_delta_power,P8_delta_power,0.6771881078077243,0.6771881078077243
Control,delta,F8_delta_power,O1_delta_power,0.6019449847179772,0.6019449847179772
Control,delta,F8_delta_power,O2_delta_power,0.6785773826062795,0.6785773826062795
Control,delta,T7_delta_power,C3_delta_power,0.6515143095304251,0.6515143095304251
Control,delta,T7_delta_power,Cz_delta_power,0.6549597110308419,0.6549597110308419
Control,delta,T7_delta_power,C4_delta_power,0.6763545429285913,0.6763545429285913
Control,delta,T7_delta_power,T8_delta_power,0.43284245623784384,0.43284245623784384
Control,delta,T7_delta_power,P7_delta_power,0.6437899416504584,0.6437899416504584
Control,delta,T7_delta_power,P3_delta_power,0.6272853570436232,0.6272853570436232
Control,delta,T7_delta_power,Pz_delta_power,0.5310919699916643,0.5310919699916643
Control,delta,T7_delta_power,P4_delta_power,0.45268130036121146,0.45268130036121146
Control,delta,T7_delta_power,P8_delta_power,0.506751875520978,0.506751875520978
Control,delta,T7_delta_power,O1_delta_power,0.5716587941094748,0.5716587941094748
Control,delta,T7_delta_power,O2_delta_power,0.5410947485412615,0.5410947485412615
Control,delta,C3_delta_power,Cz_delta_power,0.7043067518755209,0.7043067518755209
Control,delta,C3_delta_power,C4_delta_power,0.7191997777160323,0.7191997777160323
Control,delta,C3_delta_power,T8_delta_power,0.621561544873576,0.621561544873576
Control,delta,C3_delta_power,P7_delta_power,0.7792720200055571,0.7792720200055571
Control,delta,C3_delta_power,P3_delta_power,0.7709363712142262,0.7709363712142262
Control,delta,C3_delta_power,Pz_delta_power,0.7263684356765768,0.7263684356765768
Control,delta,C3_delta_power,P4_delta_power,0.7098082800777994,0.7098082800777994
Control,delta,C3_delta_power,P8_delta_power,0.716421228118922,0.716421228118922
Control,delta,C3_delta_power,O1_delta_power,0.7502083912197832,0.7502083912197832
Control,delta,C3_delta_power,O2_delta_power,0.7518755209780494,0.7518755209780494
Control,delta,Cz_delta_power,C4_delta_power,0.8895804390108364,0.8895804390108364
Control,delta,Cz_delta_power,T8_delta_power,0.567657682689636,0.567657682689636
Control,delta,Cz_delta_power,P7_delta_power,0.6732981383717699,0.6732981383717699
Control,delta,Cz_delta_power,P3_delta_power,0.8166712975826619,0.8166712975826619
Control,delta,Cz_delta_power,Pz_delta_power,0.6968602389552654,0.6968602389552654
Control,delta,Cz_delta_power,P4_delta_power,0.7142539594331759,0.7142539594331759
Control,delta,Cz_delta_power,P8_delta_power,0.805112531258683,0.805112531258683
Control,delta,Cz_delta_power,O1_delta_power,0.6818005001389275,0.6818005001389275
Control,delta,Cz_delta_power,O2_delta_power,0.7660461239233121,0.7660461239233121
Control,delta,C4_delta_power,T8_delta_power,0.6635176437899416,0.6635176437899416
Control,delta,C4_delta_power,P7_delta_power,0.7025840511253126,0.7025840511253126
Control,delta,C4_delta_power,P3_delta_power,0.7831619894415115,0.7831619894415115
Control,delta,C4_delta_power,Pz_delta_power,0.6879133092525701,0.6879133092525701
Control,delta,C4_delta_power,P4_delta_power,0.735593220338983,0.735593220338983
Control,delta,C4_delta_power,P8_delta_power,0.7461517088080022,0.7461517088080022
Control,delta,C4_delta_power,O1_delta_power,0.6907474298416226,0.6907474298416226
Control,delta,C4_delta_power,O2_delta_power,0.6834120589052515,0.6834120589052515
Control,delta,T8_delta_power,P7_delta_power,0.6191719922200611,0.6191719922200611
Control,delta,T8_delta_power,P3_delta_power,0.6654626285079188,0.6654626285079188
Control,delta,T8_delta_power,Pz_delta_power,0.6157821617115865,0.6157821617115865
Control,delta,T8_delta_power,P4_delta_power,0.5039733259238678,0.5039733259238678
Control,delta,T8_delta_power,P8_delta_power,0.6027229786051681,0.6027229786051681
Control,delta,T8_delta_power,O1_delta_power,0.6748541261461517,0.6748541261461517
Control,delta,T8_delta_power,O2_delta_power,0.5545429285912754,0.5545429285912754
Control,delta,P7_delta_power,P3_delta_power,0.8074465129202556,0.8074465129202556
Control,delta,P7_delta_power,Pz_delta_power,0.7889969435954431,0.7889969435954431
Control,delta,P7_delta_power,P4_delta_power,0.6686301750486247,0.6686301750486247
Control,delta,P7_delta_power,P8_delta_power,0.7240900250069464,0.7240900250069464
Control,delta,P7_delta_power,O1_delta_power,0.7796610169491526,0.7796610169491526
Control,delta,P7_delta_power,O2_delta_power,0.6935815504306752,0.6935815504306752
Control,delta,P3_delta_power,Pz_delta_power,0.8245623784384551,0.8245623784384551
Control,delta,P3_delta_power,P4_delta_power,0.7987218671853292,0.7987218671853292
Control,delta,P3_delta_power,P8_delta_power,0.7504862461794943,0.7504862461794943
Control,delta,P3_delta_power,O1_delta_power,0.789497082522923,0.789497082522923
Control,delta,P3_delta_power,O2_delta_power,0.8544040011114198,0.8544040011114198
Control,delta,Pz_delta_power,P4_delta_power,0.7097527090858572,0.7097527090858572
Control,delta,Pz_delta_power,P8_delta_power,0.7292581272575716,0.7292581272575716
Control,delta,Pz_delta_power,O1_delta_power,0.8405112531258683,0.8405112531258683
