group,feature_subset,feature_1,feature_2,spearman_r,abs_spearman_r
ADHD,regional,frontal_theta_power_mean,occipital_theta_power_mean,0.5903225806451613,0.5903225806451613
ADHD,regional,frontal_theta_power_mean,occipital_alpha_power_mean,0.39132734003172925,0.39132734003172925
ADHD,regional,frontal_theta_power_mean,occipital_beta_power_mean,0.34627181385510314,0.34627181385510314
ADHD,regional,frontal_theta_power_mean,occipital_theta_beta_ratio,0.2512956107879429,0.2512956107879429
ADHD,regional,frontal_alpha_power_mean,frontal_beta_power_mean,0.5344262295081967,0.5344262295081967
ADHD,regional,frontal_alpha_power_mean,frontal_theta_beta_ratio,0.05785298783712321,0.05785298783712321
ADHD,regional,frontal_alpha_power_mean,central_delta_power_mean,0.12696985721840295,0.12696985721840295
ADHD,regional,frontal_alpha_power_mean,central_theta_power_mean,0.44219989423585404,0.44219989423585404
ADHD,regional,frontal_alpha_power_mean,central_alpha_power_mean,0.6096774193548387,0.6096774193548387
ADHD,regional,frontal_alpha_power_mean,central_beta_power_mean,0.5842940243257536,0.5842940243257536
ADHD,regional,frontal_alpha_power_mean,central_theta_beta_ratio,-0.16033844526705446,0.16033844526705446
ADHD,regional,frontal_alpha_power_mean,parietal_delta_power_mean,0.2693283976731888,0.2693283976731888
ADHD,regional,frontal_alpha_power_mean,parietal_theta_power_mean,0.4708090957165521,0.4708090957165521
ADHD,regional,frontal_alpha_power_mean,parietal_alpha_power_mean,0.7248545742993125,0.7248545742993125
ADHD,regional,frontal_alpha_power_mean,parietal_beta_power_mean,0.6354309888947647,0.6354309888947647
ADHD,regional,frontal_alpha_power_mean,parietal_theta_beta_ratio,-0.1765732416710735,0.1765732416710735
ADHD,regional,frontal_alpha_power_mean,temporal_delta_power_mean,0.14870438921205711,0.14870438921205711
ADHD,regional,frontal_alpha_power_mean,temporal_theta_power_mean,0.4413537810682179,0.4413537810682179
ADHD,regional,frontal_alpha_power_mean,temporal_alpha_power_mean,0.7567424643046008,0.7567424643046008
ADHD,regional,frontal_alpha_power_mean,temporal_beta_power_mean,0.37250132205182446,0.37250132205182446
ADHD,regional,frontal_alpha_power_mean,temporal_theta_beta_ratio,0.113590692755156,0.113590692755156
ADHD,regional,frontal_alpha_power_mean,occipital_delta_power_mean,0.3131676361713379,0.3131676361713379
ADHD,regional,frontal_alpha_power_mean,occipital_theta_power_mean,0.4566367001586462,0.4566367001586462
ADHD,regional,frontal_alpha_power_mean,occipital_alpha_power_mean,0.6191961924907456,0.6191961924907456
ADHD,regional,frontal_alpha_power_mean,occipital_beta_power_mean,0.4364886303543099,0.4364886303543099
ADHD,regional,frontal_alpha_power_mean,occipital_theta_beta_ratio,0.0037017451084082496,0.0037017451084082496
ADHD,regional,frontal_beta_power_mean,frontal_theta_beta_ratio,-0.4965097831835008,0.4965097831835008
ADHD,regional,frontal_beta_power_mean,central_delta_power_mean,0.17408778424114224,0.17408778424114224
ADHD,regional,frontal_beta_power_mean,central_theta_power_mean,0.40317292437863567,0.40317292437863567
ADHD,regional,frontal_beta_power_mean,central_alpha_power_mean,0.27948175568482286,0.27948175568482286
ADHD,regional,frontal_beta_power_mean,central_beta_power_mean,0.7491803278688525,0.7491803278688525
ADHD,regional,frontal_beta_power_mean,central_theta_beta_ratio,-0.32152300370174514,0.32152300370174514
ADHD,regional,frontal_beta_power_mean,parietal_delta_power_mean,0.14727657324167107,0.14727657324167107
ADHD,regional,frontal_beta_power_mean,parietal_theta_power_mean,0.3206768905341089,0.3206768905341089
ADHD,regional,frontal_beta_power_mean,parietal_alpha_power_mean,0.33358011634056056,0.33358011634056056
ADHD,regional,frontal_beta_power_mean,parietal_beta_power_mean,0.7122686409307245,0.7122686409307245
ADHD,regional,frontal_beta_power_mean,parietal_theta_beta_ratio,-0.4015864621893178,0.4015864621893178
ADHD,regional,frontal_beta_power_mean,temporal_delta_power_mean,0.13892120571126387,0.13892120571126387
ADHD,regional,frontal_beta_power_mean,temporal_theta_power_mean,0.31919619249074566,0.31919619249074566
ADHD,regional,frontal_beta_power_mean,temporal_alpha_power_mean,0.3260708619777895,0.3260708619777895
ADHD,regional,frontal_beta_power_mean,temporal_beta_power_mean,0.6086726599682708,0.6086726599682708
ADHD,regional,frontal_beta_power_mean,temporal_theta_beta_ratio,-0.1578529878371232,0.1578529878371232
ADHD,regional,frontal_beta_power_mean,occipital_delta_power_mean,0.27049180327868855,0.27049180327868855
ADHD,regional,frontal_beta_power_mean,occipital_theta_power_mean,0.2731359069275516,0.2731359069275516
ADHD,regional,frontal_beta_power_mean,occipital_alpha_power_mean,0.31597038603913274,0.31597038603913274
ADHD,regional,frontal_beta_power_mean,occipital_beta_power_mean,0.5253833950290852,0.5253833950290852
ADHD,regional,frontal_beta_power_mean,occipital_theta_beta_ratio,-0.20359598096245374,0.20359598096245374
ADHD,regional,frontal_theta_beta_ratio,central_delta_power_mean,0.2903225806451613,0.2903225806451613
ADHD,regional,frontal_theta_beta_ratio,central_theta_power_mean,0.2594923320994183,0.2594923320994183
ADHD,regional,frontal_theta_beta_ratio,central_alpha_power_mean,-0.13680592279217346,0.13680592279217346
ADHD,regional,frontal_theta_beta_ratio,central_beta_power_mean,-0.27731359069275513,0.27731359069275513
ADHD,regional,frontal_theta_beta_ratio,central_theta_beta_ratio,0.509941829719725,0.509941829719725
ADHD,regional,frontal_theta_beta_ratio,parietal_delta_power_mean,0.31523003701745106,0.31523003701745106
ADHD,regional,frontal_theta_beta_ratio,parietal_theta_power_mean,0.3005817028027499,0.3005817028027499
ADHD,regional,frontal_theta_beta_ratio,parietal_alpha_power_mean,-0.08857747223691169,0.08857747223691169
ADHD,regional,frontal_theta_beta_ratio,parietal_beta_power_mean,-0.18191433104177684,0.18191433104177684
ADHD,regional,frontal_theta_beta_ratio,parietal_theta_beta_ratio,0.554151242728715,0.554151242728715
ADHD,regional,frontal_theta_beta_ratio,temporal_delta_power_mean,0.17868852459016393,0.17868852459016393
ADHD,regional,frontal_theta_beta_ratio,temporal_theta_power_mean,0.33923849814912743,0.33923849814912743
ADHD,regional,frontal_theta_beta_ratio,temporal_alpha_power_mean,0.082760444209413,0.082760444209413
ADHD,regional,frontal_theta_beta_ratio,temporal_beta_power_mean,-0.33722897937599156,0.33722897937599156
ADHD,regional,frontal_theta_beta_ratio,temporal_theta_beta_ratio,0.616816499206769,0.616816499206769
ADHD,regional,frontal_theta_beta_ratio,occipital_delta_power_mean,0.1870967741935484,0.1870967741935484
ADHD,regional,frontal_theta_beta_ratio,occipital_theta_power_mean,0.26626123744050767,0.26626123744050767
ADHD,regional,frontal_theta_beta_ratio,occipital_alpha_power_mean,0.04167107350608144,0.04167107350608144
ADHD,regional,frontal_theta_beta_ratio,occipital_beta_power_mean,-0.1461660497091486,0.1461660497091486
ADHD,regional,frontal_theta_beta_ratio,occipital_theta_beta_ratio,0.42490745637228977,0.42490745637228977
ADHD,regional,central_delta_power_mean,central_theta_power_mean,0.5011105235325225,0.5011105235325225
ADHD,regional,central_delta_power_mean,central_alpha_power_mean,-0.035536753040719196,0.035536753040719196
ADHD,regional,central_delta_power_mean,central_beta_power_mean,0.2993125330512956,0.2993125330512956
ADHD,regional,central_delta_power_mean,central_theta_beta_ratio,0.2078265468006346,0.2078265468006346
ADHD,regional,central_delta_power_mean,parietal_delta_power_mean,0.7786885245901639,0.7786885245901639
ADHD,regional,central_delta_power_mean,parietal_theta_power_mean,0.5402961396086726,0.5402961396086726
ADHD,regional,central_delta_power_mean,parietal_alpha_power_mean,0.10920148069804336,0.10920148069804336
ADHD,regional,central_delta_power_mean,parietal_beta_power_mean,0.35473294553146484,0.35473294553146484
ADHD,regional,central_delta_power_mean,parietal_theta_beta_ratio,0.23453199365415126,0.23453199365415126
ADHD,regional,central_delta_power_mean,temporal_delta_power_mean,0.6011105235325225,0.6011105235325225
ADHD,regional,central_delta_power_mean,temporal_theta_power_mean,0.5859333685880487,0.5859333685880487
ADHD,regional,central_delta_power_mean,temporal_alpha_power_mean,0.28318350079323107,0.28318350079323107
ADHD,regional,central_delta_power_mean,temporal_beta_power_mean,0.2811210999471179,0.2811210999471179
ADHD,regional,central_delta_power_mean,temporal_theta_beta_ratio,0.3925965097831835,0.3925965097831835
ADHD,regional,central_delta_power_mean,occipital_delta_power_mean,0.7295610787942888,0.7295610787942888
ADHD,regional,central_delta_power_mean,occipital_theta_power_mean,0.5613960867265997,0.5613960867265997
ADHD,regional,central_delta_power_mean,occipital_alpha_power_mean,0.24093072448439978,0.24093072448439978
ADHD,regional,central_delta_power_mean,occipital_beta_power_mean,0.15124272871496564,0.15124272871496564
ADHD,regional,central_delta_power_mean,occipital_theta_beta_ratio,0.4601797990481227,0.4601797990481227
ADHD,regional,central_theta_power_mean,central_alpha_power_mean,0.18677948175568482,0.18677948175568482
ADHD,regional,central_theta_power_mean,central_beta_power_mean,0.42147012162876785,0.42147012162876785
ADHD,regional,central_theta_power_mean,central_theta_beta_ratio,0.475251189846642,0.475251189846642
ADHD,regional,central_theta_power_mean,parietal_delta_power_mean,0.42607086197778954,0.42607086197778954
ADHD,regional,central_theta_power_mean,parietal_theta_power_mean,0.7229508196721312,0.7229508196721312
ADHD,regional,central_theta_power_mean,parietal_alpha_power_mean,0.2301427815970386,0.2301427815970386
ADHD,regional,central_theta_power_mean,parietal_beta_power_mean,0.41364357482813324,0.41364357482813324
ADHD,regional,central_theta_power_mean,parietal_theta_beta_ratio,0.3337387625594923,0.3337387625594923
ADHD,regional,central_theta_power_mean,temporal_delta_power_mean,0.2916446324695928,0.2916446324695928
ADHD,regional,central_theta_power_mean,temporal_theta_power_mean,0.6846113167636171,0.6846113167636171
ADHD,regional,central_theta_power_mean,temporal_alpha_power_mean,0.3656795346377578,0.3656795346377578
ADHD,regional,central_theta_power_mean,temporal_beta_power_mean,0.3192490745637229,0.3192490745637229
ADHD,regional,central_theta_power_mean,temporal_theta_beta_ratio,0.45388683236382865,0.45388683236382865
ADHD,regional,central_theta_power_mean,occipital_delta_power_mean,0.49069275515600214,0.49069275515600214
ADHD,regional,central_theta_power_mean,occipital_theta_power_mean,0.6326811210999471,0.6326811210999471
ADHD,regional,central_theta_power_mean,occipital_alpha_power_mean,0.38556319407720785,0.38556319407720785
ADHD,regional,central_theta_power_mean,occipital_beta_power_mean,0.2107879428873612,0.2107879428873612
ADHD,regional,central_theta_power_mean,occipital_theta_beta_ratio,0.4299841353781068,0.4299841353781068
ADHD,regional,central_alpha_power_mean,central_beta_power_mean,0.4804865150713908,0.4804865150713908
ADHD,regional,central_alpha_power_mean,central_theta_beta_ratio,-0.3204653622421999,0.3204653622421999
ADHD,regional,central_alpha_power_mean,parietal_delta_power_mean,-0.008514013749338974,0.008514013749338974
ADHD,regional,central_alpha_power_mean,parietal_theta_power_mean,0.09524061343204654,0.09524061343204654
ADHD,regional,central_alpha_power_mean,parietal_alpha_power_mean,0.7309888947646748,0.7309888947646748
ADHD,regional,central_alpha_power_mean,parietal_beta_power_mean,0.3601797990481227,0.3601797990481227
ADHD,regional,central_alpha_power_mean,parietal_theta_beta_ratio,-0.2897937599153887,0.2897937599153887
ADHD,regional,central_alpha_power_mean,temporal_delta_power_mean,0.015230037017451084,0.015230037017451084
ADHD,regional,central_alpha_power_mean,temporal_theta_power_mean,0.07948175568482284,0.07948175568482284
ADHD,regional,central_alpha_power_mean,temporal_alpha_power_mean,0.7015864621893179,0.7015864621893179
ADHD,regional,central_alpha_power_mean,temporal_beta_power_mean,0.3020624008461132,0.3020624008461132
ADHD,regional,central_alpha_power_mean,temporal_theta_beta_ratio,-0.19465891062929666,0.19465891062929666
ADHD,regional,central_alpha_power_mean,occipital_delta_power_mean,0.0506081438392385,0.0506081438392385
ADHD,regional,central_alpha_power_mean,occipital_theta_power_mean,0.17652035959809625,0.17652035959809625
ADHD,regional,central_alpha_power_mean,occipital_alpha_power_mean,0.4213643574828133,0.4213643574828133
ADHD,regional,central_alpha_power_mean,occipital_beta_power_mean,0.25785298783712324,0.25785298783712324
ADHD,regional,central_alpha_power_mean,occipital_theta_beta_ratio,-0.0965097831835008,0.0965097831835008
ADHD,regional,central_beta_power_mean,central_theta_beta_ratio,-0.5482813326282391,0.5482813326282391
ADHD,regional,central_beta_power_mean,parietal_delta_power_mean,0.24558434690639874,0.24558434690639874
ADHD,regional,central_beta_power_mean,parietal_theta_power_mean,0.3197250132205182,0.3197250132205182
ADHD,regional,central_beta_power_mean,parietal_alpha_power_mean,0.4593336858804865,0.4593336858804865
ADHD,regional,central_beta_power_mean,parietal_beta_power_mean,0.8295610787942888,0.8295610787942888
ADHD,regional,central_beta_power_mean,parietal_theta_beta_ratio,-0.5292437863564252,0.5292437863564252
ADHD,regional,central_beta_power_mean,temporal_delta_power_mean,0.20089899524061344,0.20089899524061344
ADHD,regional,central_beta_power_mean,temporal_theta_power_mean,0.33326282390269696,0.33326282390269696
ADHD,regional,central_beta_power_mean,temporal_alpha_power_mean,0.46631411951348495,0.46631411951348495
ADHD,regional,central_beta_power_mean,temporal_beta_power_mean,0.5964569011105235,0.5964569011105235
ADHD,regional,central_beta_power_mean,temporal_theta_beta_ratio,-0.14362771020624007,0.14362771020624007
ADHD,regional,central_beta_power_mean,occipital_delta_power_mean,0.3141723955579059,0.3141723955579059
ADHD,regional,central_beta_power_mean,occipital_theta_power_mean,0.3306716023268112,0.3306716023268112
ADHD,regional,central_beta_power_mean,occipital_alpha_power_mean,0.4476467477525119,0.4476467477525119
ADHD,regional,central_beta_power_mean,occipital_beta_power_mean,0.6679005817028028,0.6679005817028028
ADHD,regional,central_beta_power_mean,occipital_theta_beta_ratio,-0.20703331570597566,0.20703331570597566
ADHD,regional,central_theta_beta_ratio,parietal_delta_power_mean,0.2133262823902697,0.2133262823902697
ADHD,regional,central_theta_beta_ratio,parietal_theta_power_mean,0.3964569011105235,0.3964569011105235
ADHD,regional,central_theta_beta_ratio,parietal_alpha_power_mean,-0.20237969328397673,0.20237969328397673
ADHD,regional,central_theta_beta_ratio,parietal_beta_power_mean,-0.3664727657324167,0.3664727657324167
ADHD,regional,central_theta_beta_ratio,parietal_theta_beta_ratio,0.8343733474352195,0.8343733474352195
ADHD,regional,central_theta_beta_ratio,temporal_delta_power_mean,0.08175568482284505,0.08175568482284505
ADHD,regional,central_theta_beta_ratio,temporal_theta_power_mean,0.29735589635113696,0.29735589635113696
ADHD,regional,central_theta_beta_ratio,temporal_alpha_power_mean,-0.13077736647276572,0.13077736647276572
ADHD,regional,central_theta_beta_ratio,temporal_beta_power_mean,-0.2993654151242729,0.2993654151242729
ADHD,regional,central_theta_beta_ratio,temporal_theta_beta_ratio,0.5761501850872555,0.5761501850872555
ADHD,regional,central_theta_beta_ratio,occipital_delta_power_mean,0.2081967213114754,0.2081967213114754
ADHD,regional,central_theta_beta_ratio,occipital_theta_power_mean,0.3115811739820201,0.3115811739820201
ADHD,regional,central_theta_beta_ratio,occipital_alpha_power_mean,-0.042041248016922265,0.042041248016922265
ADHD,regional,central_theta_beta_ratio,occipital_beta_power_mean,-0.39883659439450025,0.39883659439450025
ADHD,regional,central_theta_beta_ratio,occipital_theta_beta_ratio,0.6068746694870439,0.6068746694870439
ADHD,regional,parietal_delta_power_mean,parietal_theta_power_mean,0.7657324167107351,0.7657324167107351
ADHD,regional,parietal_delta_power_mean,parietal_alpha_power_mean,0.302432575356954,0.302432575356954
ADHD,regional,parietal_delta_power_mean,parietal_beta_power_mean,0.41686938127974615,0.41686938127974615
ADHD,regional,parietal_delta_power_mean,parietal_theta_beta_ratio,0.36684294024325753,0.36684294024325753
ADHD,regional,parietal_delta_power_mean,temporal_delta_power_mean,0.5835007932310946,0.5835007932310946
ADHD,regional,parietal_delta_power_mean,temporal_theta_power_mean,0.5856160761501851,0.5856160761501851
ADHD,regional,parietal_delta_power_mean,temporal_alpha_power_mean,0.3337387625594923,0.3337387625594923
ADHD,regional,parietal_delta_power_mean,temporal_beta_power_mean,0.16858804865150714,0.16858804865150714
ADHD,regional,parietal_delta_power_mean,temporal_theta_beta_ratio,0.4597567424643046,0.4597567424643046
ADHD,regional,parietal_delta_power_mean,occipital_delta_power_mean,0.8253833950290851,0.8253833950290851
ADHD,regional,parietal_delta_power_mean,occipital_theta_power_mean,0.6478053939714437,0.6478053939714437
ADHD,regional,parietal_delta_power_mean,occipital_alpha_power_mean,0.3608143839238498,0.3608143839238498
ADHD,regional,parietal_delta_power_mean,occipital_beta_power_mean,0.13564251718667372,0.13564251718667372
ADHD,regional,parietal_delta_power_mean,occipital_theta_beta_ratio,0.5003701745108409,0.5003701745108409
ADHD,regional,parietal_theta_power_mean,parietal_alpha_power_mean,0.43506081438392386,0.43506081438392386
ADHD,regional,parietal_theta_power_mean,parietal_beta_power_mean,0.5445795875198308,0.5445795875198308
ADHD,regional,parietal_theta_power_mean,parietal_theta_beta_ratio,0.47234267583289263,0.47234267583289263
ADHD,regional,parietal_theta_power_mean,temporal_delta_power_mean,0.33172924378635643,0.33172924378635643
ADHD,regional,parietal_theta_power_mean,temporal_theta_power_mean,0.6570597567424643,0.6570597567424643
ADHD,regional,parietal_theta_power_mean,temporal_alpha_power_mean,0.41052353252247487,0.41052353252247487
ADHD,regional,parietal_theta_power_mean,temporal_beta_power_mean,0.2767318878900053,0.2767318878900053
ADHD,regional,parietal_theta_power_mean,temporal_theta_beta_ratio,0.42395557905869913,0.42395557905869913
ADHD,regional,parietal_theta_power_mean,occipital_delta_power_mean,0.6640401903754627,0.6640401903754627
ADHD,regional,parietal_theta_power_mean,occipital_theta_power_mean,0.771602326811211,0.771602326811211
ADHD,regional,parietal_theta_power_mean,occipital_alpha_power_mean,0.4620306716023268,0.4620306716023268
ADHD,regional,parietal_theta_power_mean,occipital_beta_power_mean,0.2355367530407192,0.2355367530407192
ADHD,regional,parietal_theta_power_mean,occipital_theta_beta_ratio,0.5163934426229508,0.5163934426229508
ADHD,regional,parietal_alpha_power_mean,parietal_beta_power_mean,0.5607086197778953,0.5607086197778953
ADHD,regional,parietal_alpha_power_mean,parietal_theta_beta_ratio,-0.13305129561078793,0.13305129561078793
ADHD,regional,parietal_alpha_power_mean,temporal_delta_power_mean,0.10719196192490746,0.10719196192490746
ADHD,regional,parietal_alpha_power_mean,temporal_theta_power_mean,0.2721311475409836,0.2721311475409836
ADHD,regional,parietal_alpha_power_mean,temporal_alpha_power_mean,0.787625594923321,0.787625594923321
ADHD,regional,parietal_alpha_power_mean,temporal_beta_power_mean,0.31713379164463246,0.31713379164463246
ADHD,regional,parietal_alpha_power_mean,temporal_theta_beta_ratio,-0.07726070861977789,0.07726070861977789
ADHD,regional,parietal_alpha_power_mean,occipital_delta_power_mean,0.2979904812268641,0.2979904812268641
ADHD,regional,parietal_alpha_power_mean,occipital_theta_power_mean,0.4612903225806452,0.4612903225806452
ADHD,regional,parietal_alpha_power_mean,occipital_alpha_power_mean,0.7069804336329985,0.7069804336329985
ADHD,regional,parietal_alpha_power_mean,occipital_beta_power_mean,0.3607086197778953,0.3607086197778953
ADHD,regional,parietal_alpha_power_mean,occipital_theta_beta_ratio,0.05573770491803279,0.05573770491803279
ADHD,regional,parietal_beta_power_mean,parietal_theta_beta_ratio,-0.43358011634056054,0.43358011634056054
ADHD,regional,parietal_beta_power_mean,temporal_delta_power_mean,0.18767847699629825,0.18767847699629825
ADHD,regional,parietal_beta_power_mean,temporal_theta_power_mean,0.4175039661554733,0.4175039661554733
ADHD,regional,parietal_beta_power_mean,temporal_alpha_power_mean,0.5270227392913802,0.5270227392913802
ADHD,regional,parietal_beta_power_mean,temporal_beta_power_mean,0.6616076150185087,0.6616076150185087
ADHD,regional,parietal_beta_power_mean,temporal_theta_beta_ratio,-0.11348492860920148,0.11348492860920148
ADHD,regional,parietal_beta_power_mean,occipital_delta_power_mean,0.37932310946589104,0.37932310946589104
ADHD,regional,parietal_beta_power_mean,occipital_theta_power_mean,0.45637228979375993,0.45637228979375993
ADHD,regional,parietal_beta_power_mean,occipital_alpha_power_mean,0.5053410893707033,0.5053410893707033
ADHD,regional,parietal_beta_power_mean,occipital_beta_power_mean,0.6622950819672131,0.6622950819672131
ADHD,regional,parietal_beta_power_mean,occipital_theta_beta_ratio,-0.09957694341618191,0.09957694341618191
ADHD,regional,parietal_theta_beta_ratio,temporal_delta_power_mean,0.12321523003701745,0.12321523003701745
ADHD,regional,parietal_theta_beta_ratio,temporal_theta_power_mean,0.25002644103648863,0.25002644103648863
ADHD,regional,parietal_theta_beta_ratio,temporal_alpha_power_mean,-0.14098360655737704,0.14098360655737704
ADHD,regional,parietal_theta_beta_ratio,temporal_beta_power_mean,-0.3855103120042306,0.3855103120042306
ADHD,regional,parietal_theta_beta_ratio,temporal_theta_beta_ratio,0.5647805393971443,0.5647805393971443
ADHD,regional,parietal_theta_beta_ratio,occipital_delta_power_mean,0.3014806980433633,0.3014806980433633
ADHD,regional,parietal_theta_beta_ratio,occipital_theta_power_mean,0.3331041776837652,0.3331041776837652
ADHD,regional,parietal_theta_beta_ratio,occipital_alpha_power_mean,-0.04965626652564781,0.04965626652564781
ADHD,regional,parietal_theta_beta_ratio,occipital_beta_power_mean,-0.4142781597038604,0.4142781597038604
ADHD,regional,parietal_theta_beta_ratio,occipital_theta_beta_ratio,0.6518773135906928,0.6518773135906928
ADHD,regional,temporal_delta_power_mean,temporal_theta_power_mean,0.7320994182971973,0.7320994182971973
ADHD,regional,temporal_delta_power_mean,temporal_alpha_power_mean,0.3964040190375463,0.3964040190375463
ADHD,regional,temporal_delta_power_mean,temporal_beta_power_mean,0.331041776837652,0.331041776837652
ADHD,regional,temporal_delta_power_mean,temporal_theta_beta_ratio,0.468958223162348,0.468958223162348
ADHD,regional,temporal_delta_power_mean,occipital_delta_power_mean,0.5558434690639873,0.5558434690639873
ADHD,regional,temporal_delta_power_mean,occipital_theta_power_mean,0.3950819672131147,0.3950819672131147
ADHD,regional,temporal_delta_power_mean,occipital_alpha_power_mean,0.21084082496033846,0.21084082496033846
ADHD,regional,temporal_delta_power_mean,occipital_beta_power_mean,0.2013749338974088,0.2013749338974088
ADHD,regional,temporal_delta_power_mean,occipital_theta_beta_ratio,0.2469592808038075,0.2469592808038075
ADHD,regional,temporal_theta_power_mean,temporal_alpha_power_mean,0.5745108408249603,0.5745108408249603
ADHD,regional,temporal_theta_power_mean,temporal_beta_power_mean,0.4384452670544685,0.4384452670544685
ADHD,regional,temporal_theta_power_mean,temporal_theta_beta_ratio,0.6326282390269699,0.6326282390269699
ADHD,regional,temporal_theta_power_mean,occipital_delta_power_mean,0.5897937599153887,0.5897937599153887
ADHD,regional,temporal_theta_power_mean,occipital_theta_power_mean,0.656583818085669,0.656583818085669
ADHD,regional,temporal_theta_power_mean,occipital_alpha_power_mean,0.43088313061872024,0.43088313061872024
ADHD,regional,temporal_theta_power_mean,occipital_beta_power_mean,0.3037546271813855,0.3037546271813855
ADHD,regional,temporal_theta_power_mean,occipital_theta_beta_ratio,0.3776308831306187,0.3776308831306187
ADHD,regional,temporal_alpha_power_mean,temporal_beta_power_mean,0.47181385510312,0.47181385510312
ADHD,regional,temporal_alpha_power_mean,temporal_theta_beta_ratio,0.149497620306716,0.149497620306716
ADHD,regional,temporal_alpha_power_mean,occipital_delta_power_mean,0.3490745637228979,0.3490745637228979
ADHD,regional,temporal_alpha_power_mean,occipital_theta_power_mean,0.46102591221575884,0.46102591221575884
